,census_code,label
15468,B26201_159E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:!!15 to 17 years
15469,B20003_004E,Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Male:!!Other
15470,B16001_062E,"Estimate!!Total:!!Nepali, Marathi, or other Indic languages:!!Speak English less than ""very well"""
15471,B19101C_011E,"Estimate!!Total:!!$50,000 to $59,999"
15472,B26201_156E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!85 years and over
15473,B07007_030E,Estimate!!Total:!!Moved from abroad:!!Foreign born:!!Not a U.S. citizen
15474,B20003_005E,Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Female:
15475,B16001_063E,Estimate!!Total:!!Other Indo-European languages:
15476,B19101C_010E,"Estimate!!Total:!!$45,000 to $49,999"
15477,B26201_157E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Juvenile facilities:
15478,B20003_002E,Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Male:
15479,B26201_154E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!65 to 74 years
15480,B19130_009E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 65 to 74 years (dollars)
15481,B16001_060E,"Estimate!!Total:!!Nepali, Marathi, or other Indic languages:"
15482,B20003_001E,Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):
15483,B20003_003E,"Estimate!!Aggregate earnings in the past 12 months (in 2019 inflation-adjusted dollars):!!Male:!!Worked full-time, year-round in the past 12 months"
15484,B16001_061E,"Estimate!!Total:!!Nepali, Marathi, or other Indic languages:!!Speak English ""very well"""
15485,B26201_155E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!75 to 84 years
15486,B25056_001E,Estimate!!Total:
15487,B19130_008E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 60 to 64 years (dollars)
15488,B26201_152E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!45 to 54 years
15489,B19130_007E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 55 to 59 years (dollars)
15490,B19130_006E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!Married couple family (dollars):!!Householder 45 to 54 years (dollars)
15491,B26201_153E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!55 to 64 years
15492,B26201_150E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!25 to 34 years
15493,B10051C_004E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!60 years and over
15494,B10051C_005E,Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:
15495,B26201_151E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!35 to 44 years
15496,B10051C_006E,Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!30 to 59 years
15497,B10051C_007E,Estimate!!Total:!!Grandparent not responsible for own grandchildren under 18 years:!!60 years and over
15498,B07401_069E,Estimate!!Total living in area 1 year ago:!!Moved to different state:!!20 to 24 years
15499,B25122_086E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!No cash rent"
15500,B25122_085E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$2,000 or more"
15501,B10051C_001E,Estimate!!Total:
15502,B07401_067E,Estimate!!Total living in area 1 year ago:!!Moved to different state:!!5 to 17 years
15503,B17001_040E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years
15504,B25122_088E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:"
15505,B25087_030E,Estimate!!Total:!!Housing units without a mortgage:!!$600 to $699
15506,B10051C_002E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:
15507,B07401_068E,Estimate!!Total living in area 1 year ago:!!Moved to different state:!!18 and 19 years
15508,B17001_041E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years
15509,B25122_087E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:"
15510,B10051C_003E,Estimate!!Total:!!Grandparent responsible for own grandchildren under 18 years:!!30 to 59 years
15511,B07011PR_004E,Estimate!!Median income in the past 12 months --!!Total:!!Moved from different municipio
15512,B24115_251E,Estimate!!Total:!!Dental assistants
15513,B17001_042E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years
15514,B25087_032E,Estimate!!Total:!!Housing units without a mortgage:!!$800 to $899
15515,B24115_250E,Estimate!!Total:!!Massage therapists
15516,B17001_043E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years
15517,B25122_089E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$75,000 to $99,999:!!With cash rent:!!Less than $100"
15518,B07011PR_003E,Estimate!!Median income in the past 12 months --!!Total:!!Moved within same municipio
15519,B25087_031E,Estimate!!Total:!!Housing units without a mortgage:!!$700 to $799
15520,B17001_044E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years
15521,B24115_253E,Estimate!!Total:!!Medical transcriptionists
15522,B09018_001E,Estimate!!Total:
15523,B07011PR_002E,Estimate!!Median income in the past 12 months --!!Total:!!Same house 1 year ago
15524,B25087_034E,"Estimate!!Total:!!Housing units without a mortgage:!!$1000 to $1,099"
15525,B17001_045E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over
15526,B24115_252E,Estimate!!Total:!!Medical assistants
15527,B07011PR_001E,Estimate!!Median income in the past 12 months --!!Total:
15528,B25087_033E,Estimate!!Total:!!Housing units without a mortgage:!!$900 to $999
15529,B16001_028E,"Estimate!!Total:!!Russian:!!Speak English ""very well"""
15530,B17001_046E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:
15531,B07401_061E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state:!!60 to 64 years
15532,B24114_444E,Estimate!!Total:!!Security and fire alarm systems installers
15533,B24114_445E,Estimate!!Total:!!Aircraft mechanics and service technicians
15534,B25127_077E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!5 to 19
15535,B17001_047E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years
15536,B16001_029E,"Estimate!!Total:!!Russian:!!Speak English less than ""very well"""
15537,B07401_062E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state:!!65 to 69 years
15538,B24114_443E,Estimate!!Total:!!Audiovisual equipment installers and repairers
15539,B25127_076E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!2 to 4
15540,B16001_026E,"Estimate!!Total:!!Greek:!!Speak English less than ""very well"""
15541,B07011PR_006E,Estimate!!Median income in the past 12 months --!!Total:!!Moved from elsewhere
15542,B24114_442E,"Estimate!!Total:!!Electronic equipment installers and repairers, motor vehicles"
15543,B17001_048E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years
15544,B25127_079E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!50 or more
15545,B25122_080E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$800 to $899"
15546,B16001_027E,Estimate!!Total:!!Russian:
15547,B07011PR_005E,Estimate!!Median income in the past 12 months --!!Total:!!Moved from the United States
15548,B07401_060E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state:!!55 to 59 years
15549,B17001_049E,Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years
15550,B24114_441E,"Estimate!!Total:!!Electrical and electronics repairers, industrial and utility"
15551,B25127_078E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!20 to 49
15552,B25122_082E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,000 to $1,249"
15553,B16001_024E,Estimate!!Total:!!Greek:
15554,B07401_065E,Estimate!!Total living in area 1 year ago:!!Moved to different state:
15555,B25127_073E,"Estimate!!Total:!!Renter occupied:!!Built 1960 to 1979:!!Mobile home, boat, RV, van, etc."
15556,B24114_449E,Estimate!!Total:!!Bus and truck mechanics and diesel engine specialists
15557,B25122_081E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$900 to $999"
15558,B16001_025E,"Estimate!!Total:!!Greek:!!Speak English ""very well"""
15559,B07401_066E,Estimate!!Total living in area 1 year ago:!!Moved to different state:!!1 to 4 years
15560,B24114_448E,Estimate!!Total:!!Automotive service technicians and mechanics
15561,B25127_072E,Estimate!!Total:!!Renter occupied:!!Built 1960 to 1979:!!50 or more
15562,B25122_084E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,500 to $1,999"
15563,B16001_022E,"Estimate!!Total:!!Yiddish, Pennsylvania Dutch or other West Germanic languages:!!Speak English ""very well"""
15564,B07401_063E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state:!!70 to 74 years
15565,B24114_447E,Estimate!!Total:!!Automotive glass installers and repairers
15566,B25127_075E,"Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!1, detached  or attached"
15567,B25122_083E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$1,250 to $1,499"
15568,B07401_064E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state:!!75 years and over
15569,B16001_023E,"Estimate!!Total:!!Yiddish, Pennsylvania Dutch or other West Germanic languages:!!Speak English less than ""very well"""
15570,B24114_446E,Estimate!!Total:!!Automotive body and related repairers
15571,B25127_074E,Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:
15572,B16001_032E,"Estimate!!Total:!!Polish:!!Speak English less than ""very well"""
15573,B25127_081E,Estimate!!Total:!!Renter occupied:!!Built 1939 or earlier:
15574,B24116_093E,"Estimate!!Total:!!Industrial engineers, including health and safety"
15575,B16001_033E,Estimate!!Total:!!Serbo-Croatian:
15576,B24116_094E,Estimate!!Total:!!Marine engineers and naval architects
15577,B25127_080E,"Estimate!!Total:!!Renter occupied:!!Built 1940 to 1959:!!Mobile home, boat, RV, van, etc."
15578,B07404C_005E,Estimate!!Total living in area 1 year ago:!!Moved to different state
15579,B16001_030E,Estimate!!Total:!!Polish:
15580,B26201_148E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:
15581,B24116_091E,Estimate!!Total:!!Electrical and electronics engineers
15582,B25127_083E,Estimate!!Total:!!Renter occupied:!!Built 1939 or earlier:!!2 to 4
15583,B07404C_004E,Estimate!!Total living in area 1 year ago:!!Moved to different county within same state
15584,B16001_031E,"Estimate!!Total:!!Polish:!!Speak English ""very well"""
15585,B26201_149E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Female:!!18 to 24 years
15586,B25127_082E,"Estimate!!Total:!!Renter occupied:!!Built 1939 or earlier:!!1, detached  or attached"
15587,B24116_092E,Estimate!!Total:!!Environmental engineers
15588,B07404C_003E,Estimate!!Total living in area 1 year ago:!!Moved within same county
15589,B24114_440E,"Estimate!!Total:!!Electrical and electronics installers and repairers, transportation equipment"
15590,B26201_146E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!75 to 84 years
15591,B07404C_002E,Estimate!!Total living in area 1 year ago:!!Same house
15592,B07401_070E,Estimate!!Total living in area 1 year ago:!!Moved to different state:!!25 to 29 years
15593,B26201_147E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!85 years and over
15594,B24116_090E,Estimate!!Total:!!Computer hardware engineers
15595,B07404C_001E,Estimate!!Total living in area 1 year ago:
15596,B26201_144E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!55 to 64 years
15597,B26201_145E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!65 to 74 years
15598,B24115_255E,Estimate!!Total:!!Veterinary assistants and laboratory animal caretakers
15599,B25087_024E,Estimate!!Total:!!Housing units without a mortgage:!!$200 to $249
15600,B26201_142E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!35 to 44 years
15601,B24115_254E,Estimate!!Total:!!Pharmacy aides
15602,B25087_023E,Estimate!!Total:!!Housing units without a mortgage:!!$150 to $199
15603,B26201_143E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!45 to 54 years
15604,B24116_099E,Estimate!!Total:!!Petroleum engineers
15605,B26201_140E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!18 to 24 years
15606,B24115_258E,Estimate!!Total:!!First-line supervisors of correctional officers
15607,B25087_026E,Estimate!!Total:!!Housing units without a mortgage:!!$300 to $349
15608,B24115_256E,Estimate!!Total:!!Phlebotomists
15609,B26201_141E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Male:!!25 to 34 years
15610,B25087_025E,Estimate!!Total:!!Housing units without a mortgage:!!$250 to $299
15611,B24115_257E,Estimate!!Total:!!Other healthcare support workers
15612,B24116_097E,"Estimate!!Total:!!Mining and geological engineers, including mining safety engineers"
15613,B25087_028E,Estimate!!Total:!!Housing units without a mortgage:!!$400 to $499
15614,B24116_098E,Estimate!!Total:!!Nuclear engineers
15615,B24115_259E,Estimate!!Total:!!First-line supervisors of police and detectives
15616,B25087_027E,Estimate!!Total:!!Housing units without a mortgage:!!$350 to $399
15617,B24116_095E,Estimate!!Total:!!Materials engineers
15618,B24116_096E,Estimate!!Total:!!Mechanical engineers
15619,B25087_029E,Estimate!!Total:!!Housing units without a mortgage:!!$500 to $599
15620,B25122_074E,"Estimate!!Total:!!Household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!$50,000 to $74,999:!!With cash rent:!!$200 to $299"
